Title,Desc_of_movies,IMDB_ID,Directors,Actors,Genres,Languages
Sameer Abu Alneel (Samir Abu el-Nil) ,"Disliked for his stinginess, Samir finds his life turned upside down when he receives a windfall and launches a television channel.",2907394,Amr Arafa,"Ahmed Mekky, Nicole Saba, Muhammad Lutfi, Hussien El Imam, Edward, Alaa Morsy, Hassan Abdel Fattah, Youssef Eid, Dina El Sherbiny, Abdullah Mishref, Saeed Tarabek",Comedy,Arabic
Sample This ,"This doc traces the impact of the Incredible Bongo Band's ""Apache,"" which played a key role in the birth of hip-hop after Kool Herc began sampling it.",2407418,Dan Forrer,"Gene Simmons, Quest Love, Roosevelt Grier, Grandmaster Caz, Freda Payne, Jerry Butler, King Errisson, Melle Mel, Perry Botkin Jr., Renée Armand, Afrika Bambaataa, Mike Curb, Mike Deasy, Karen Fawcett, Ed Greene, Kat Hendrickse, Rolf Henneman, Will Hermes, Keg Johnson, Kool Herc, Michael Melvoin, New York City Breakers, Powerful Pexster, Rock Steady Crew, Jerry Scheff, Leon Sylvers Jr., Wizzard Theodore, Hiram Thomas, Michael Viner","Documentary, Music",English
Samudri Lootere ,The king's ship has been taken over by seemingly fearless pirates! Can Bheem find the one thing that might scare them away?,No ID found,NAN,NAN,NAN,NAN
San Pietro ,"After the Allies invade Italy, the Liri Valley town of San Pietro becomes an example of the brutal effects of combat, both for soldiers and civilians.",No ID found,NAN,NAN,NAN,NAN
Sand Castle ,"After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system.",2582576,Fernando Coimbra,"Henry Cavill, Nicholas Hoult, Tommy Flanagan, Glen Powell, Logan Marshall-Green, Navid Negahban, Beau Knapp, Sope Dirisu, Neil Brown Jr., Sam Spruell, Parker Sawyers, Anthony Welsh, Gonzalo Menendez, Sammy Sheik, Nabil Elouahabi, Osy Ikhile, Nicholas Jacob, Salim Dau, Amira Ghazalla, Ziad Abaza, Jake Fairbrother, Nadeem Srouji, Matt Sinnreich, Charles K. Redlinger, Ivan Janakat","Action, Drama, War","English, Arabic"
Sand Storm ,"When a Bedouin patriarch takes a second bride, his first wife chafes against her changing status while his daughter chases her own dreams of autonomy.",No ID found,NAN,NAN,NAN,NAN
Sandy Wexler ,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.",5893332,Steven Brill,"Adam Sandler, Jennifer Hudson, Kevin James, Colin Quinn, Nick Swardson, Jackie Sandler, Terry Crews, Rob Schneider, Lamorne Morris, Aaron Neville, Jane Seymour, Sandy Wernick, Luis Guzmán, Sadie Sandler, Sunny Sandler, Jared Sandler, Arsenio Hall, Quincy Jones, 'Weird Al' Yankovic, Kenneth 'Babyface' Edmonds, Mase, Rob Reiner, Chris Elliott, Eugenio Derbez, Ido Mosseri, Jackie Gonzalez-Durruthy, Milo Ventimiglia, Jessica Lowe, Allen Covert, Jonathan Loughran, Hannah Covert, Samantha Hoopes, Chris Titone, Joseph Vecsey, Steven Brill, J.D. Donaruma, Kevin Grady, Dan Bulla, Paul Sado, Brian Epps, Ingrid Haas, Ginger Pennington, Scott Shaw, Solofa Fatu Jr., Frank Coraci, Dave Rath, Budd Friedman, Alix Friedman, Judith Sandler, Lila Titone, Ali Titone, Elizabeth Hinkler, Emily Hinkler, Daniel Browning Smith, Shelly Desai, Amy Pham, Clay Aiken, Nora Kirkpatrick, Kate Micucci, Allegra Edwards, Wayne Federman, John Farley, David Giuliani, David Otunga, Brooks Arthur, Craig Walker, Betsy Hammer, Ariel Tafel, Walter Williams III, D.J. Chambers-Logan, Chuck Askerneese, Jajaira Corria, Merdyce McClaran, Jimmy Badstibner, Peter Weinstein, Steve Ranger, Linda Krohn, Solomon P. Johnson, Tia Valentine, Nadia Gray, Jamie Gray Hyder, Calesta A. Day, John W. Murphy, Michael Bissett, Amy Kersten, Emily Somers, Andrea Ciliberti, Chelsea Skidmore, Monica Sims, Audrey D. Allen, Hiromi Oshima, Charlie Paakkari, Robert Harvey, Shalaby Omar, John Kirk, Ed Berke, Mike Judge, Louie Anderson, Judd Apatow, Downtown Julie Brown, Dana Carvey, Gary Dell'Abate, Pepa, George Drakoulias, Janeane Garofalo, Cheryl 'Salt' James, Jewel Kilcher, Penn Jillette, Jimmy Kimmel, Jay Leno, Richard Lewis, Lisa Loeb, Jon Lovitz, Brian McKnight, Lorne Michaels, Kevin Nealon, Conan O'Brien, Tony Orlando, Guy Oseary, Drew Pinsky, Jason Priestley, Chris Rock, Paul Rodriguez, Spinderella, Darius Rucker, Pauly Shore, David Spade, Al B. Sure!, Vanilla Ice, George Wendt, Henry Winkler, Bianca Brewton, Anthony Carr, Ryan Grainger, Micky Kurz, Kaity Martinez, Meagan Ouellette, Sybil Azur, Allison Buczkowski, Laura Edwards, Casey Johansen, Dexter Mayfield, Misty Miller, Mic Thompson, Miguel Zarate, Nelson Beato, Nayanna Holley, Jarrett Johnson, Laura Jane Jones, Candace Wakefield, Shareef K. Addo, Darrell Alston, Paulinho Da Costa, Steve Ferrone, Peter Rotter, Waddy Wachtel, Elmo Weber, Mindi Abair, Adam Bravo, Johnny Britt, Peter Downing, Mike Garson, Tommy Gargotta, Don Heffington, Wendell Kelly, Ashley Olauson, Thomas J. Coster Jr., Evan Greer, Christopher Johnson, Edwin Livingston, John Proulx, Walter Rodriguez, Alex Strahle, Marc Abbink, Takaya Abdou Lloyd, Tatiana Allen, Hugo Alonzo, Pyar Anderson, Robert Arce, Aaron Archuletta, Michelle Arthur, Taylor F. Bailey, Eric Michael Baugh, Uncle Joe Benson, Jake Blakely, John-Paul Boatman-Vazquez, Mark Bouras, Inna Brinsfield, Rose Marie Brown, Tiffany Burden, Briana Cash, Vince Chavez, Megan Clancy, Leonel Claude, Valerie Claussen, Wahayn Inello Clayton, Raquel Davies, Ken Dickason Sr., Gretchen Dickason, Renee Dobre, A.J. Dunn, Jonny Edpao, Geoffrey Feldman, Shad Gaspard, Lynette Gatlin, Lee John Gilligan, Alonso Grandío, Dan Gruenberg, BJ Guyer, Farah Haque, Fatimah Hassan, Tim Herlihy, Danny Hogan, Vanessa Anne Hurtado, Kevin A. Johnson, John Paul Jones II, Richard Allan Jones, Rami Joseph, Karli Karissa, Anna Keren, Andy Krkeyan, Daniel R. Lawson Jr., Bunny Levine, Nikki Lopez, Briana Monet' Lott, Frank Lui Geo, Alycen Malone, Kerry Marcus, Norma Marcus, Fernando Marrero, Nina Millin, Jonathan Page, Gary Palmer, Jonathan Peacy, James Quach, Stacey Arwen Raab, Kelly Lynn Reiter, Razor Rocco Rizzotti, Sandra Rosko, Ken Rudell, Michele Santopietro, Scorch, Terry F. Smith, Ace Jay Stephens, Andrew Stiko, Bruce M. Stockert, Janny Szabo, Bogdan Szumilas, Ann Thomas, Donald G. Thomas, Dorinda Townsend, Gary Ugarek, Brandon Van Vliet, Brian VanGeem, Loren Vea, Johny Walsh, Jay Washington, Laura Woodworth, Sam Woodworth, Megan Zhang",Comedy,English
Sanju ,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.",6452574,Rajkumar Hirani,"Ranbir Kapoor, Paresh Rawal, Manisha Koirala, Vicky Kaushal, Dia Mirza, Anushka Sharma, Sonam Kapoor, Jim Sarbh, Karishma Tanna, Boman Irani, Ashnoor Kaur, Siya, Tabu, Sayaji Shinde, Steven Allen Prince, Prakash Belawadi, Anil Charanjeett, Nilesh Divekar, Sanjay Dutt, M.L. Josepher, Mahesh Manjrekar, Javon Q Minter, Piyush Mishra, Ashwin Mushran, Nawab Shah, Anjan Srivastav, Yuri Suri, Rachit Trehan, Robert Dobson, J Ryan Carroll, Abhijit Chitre, Karolin Etzel, Syed Firdaus, Vyas Hemang, Shonita Joshi, Abhishek Khanna, Durgesh Kumar, Jandre le Roux, Kishor Chandra Shrivastav, Kaashish Vohra, Arshad Warsi, Abhay Kulkarni, Surender Thakur","Biography, Drama",Hindi
Santa Banta Pvt Ltd ,"Passed off as spies, two inept pals are sent to Fiji to rescue a kidnapped bureaucrat. Soon enough, they're creating more problems than they're solving.",2909396,Akashdeep,"Boman Irani, Vir Das, Neha Dhupia, Lisa Haydon, Ram Kapoor, Johnny Lever, Vijay Raaz, Tinnu Anand, Sanjay Mishra, Ayub Khan, Vrajesh Hirjee, Vijay Patkar, Sonu Nigam, Ranjeet, Vikas Bhalla, Malkeet Rauni, Peter Nair, Sakshi Raina, Natasha Shah, Kakan Gill, Ravi Dewan","Comedy, Crime, Drama","English, Hindi"
Santa Clarita Diet , They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,5580540,NAN,"Drew Barrymore, Timothy Olyphant, Liv Hewson, Skyler Gisondo, Mary Elizabeth Ellis, Natalie Morales, Richard T. Jones, Jonathan Slavin, Ricardo Chavira, Alan Tudyk, Nathan Fillion, Thomas Lennon, Joy Osmanski, Ethan Suplee, Shalita Grant, Ramona Young, Stephen Full, Dominic Burgess, Andy Richter, Sydney Park, Linda Lavin, Joel McHale, Goran Visnjic, Maggie Lawson, Matt Shively, Zachary Knighton, Leo Howard, Kaylee Bryant, Jee Young Han, Laura Silverman, Brad Raider, Grace Zabriskie, Deobia Oparei, Portia de Rossi, Robert Baker, Shawn-Caulin Young, Adam Rose, Nia Renee Hill, Paul Ben-Victor, Scott Beehner, Terry Walters, Arden Belle, David Theune, Christina Ferraro, Thomas Crawford, Patton Oswalt, George Basil, Matt O'Leary, Derek Waters, Malcolm Barrett","Comedy, Horror",English
Santa Claws ,"When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the and deliver the presents on time.",3922810,Glenn Miller,"Ezra James Colbert, Nicola Lambo, John P. Fowler, Jordan Bielsky, Lauren Elizabeth Hood, Quinn Ljoka, Marguerite Gioia Insolia, Dylan Vox, James Kondelik, Evan Boymel, Peyton Shayler, Sandell Stangl, Erica Duke, Damoni Burkhardt, Meghan Maloof, Kaitlyn Maloof, Max Baroudi, Audrey Latt, Jamey Rimawi, Ashlie Aparicio, Addy Ray, Gia Albano, Aaron Witlin, Glenn Miller, Lawrence Elisalde","Family, Fantasy",English
Santa Girl ,"Fleeing the family business and an arranged marriage, Santa's daughter chooses a magical adventure of her own: College.",7315570,Blayne Weaver,"Barry Bostwick, Jennifer Stone, Devon Werkheiser, McKayla Witt, Joshua Cody, Hank Stone, Cejei Jefferson, Tony Matteson Jr., Darcy Maxine Pierce, Tyler Clarke-Williams, Michael C. Kennedy, Kira Jackson, Kathleen Reed, Emily Foley, Rebecca Forrest, Lydia Meredith, Madelyn Pyles, Rita Welch, Lucas Pasquier, Coleman David Campbell, Dorian Davis, Max Hendrix, Kai Johnson, Christian Jost, Makayla Lepley, Kerri Lane Mariano, Ian McCoig, Nick Nerangis, Trevor Stevie Ray Ontiveros, Steven Peyton, Sabrina Torres Peña","Comedy, Romance",English
Santana ,Two brothers -- one a narcotics agent and the other a general -- finally discover the identity of the drug lord who murdered their parents decades ago.,No ID found,NAN,NAN,NAN,NAN
Santo Cachón ,A man whose wife is repeatedly cheating on him turns to his friends for support in this wacky comedy.,9189572,Andres Felipe Orjuela,"Fabian Copete, Elianis Garrido, Alejandro Gutierrez, Ludi Lizcano, Shirley Marulanda, Aida Morales, Nanis Ochoa, José Manuel Ospina, Jimmy Vasquez",Comedy,Spanish
Sara's Notebook (El cuaderno de Sara) ,"A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife.",6599742,Norberto López Amado,"Belén Rueda, Marian Álvarez, Iván Mendes, Manolo Cardona, Nick Devlin, Florin Opritescu, Alfredo Araoz, Armando Jerez, Djédjé Apali, Malcolm Treviño-Sitté, Bella Agossou, María Luisa Mayo, Ramón Barea, Astrid Jones, Santiago Adán, Tim Verardi, Rafa Rojas-Díez, Enrico Lo Verso, Marta Belaustegui, Luis Dyangani","Adventure, Drama, Mystery, Thriller","Spanish, French, Swahili, English, Italian"
Sarah Cooper: Everything's Fine ,"Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests.",12882062,Natasha Lyonne,"Winona Ryder, Marisa Tomei, Aubrey Plaza, Ben Stiller, Helen Mirren, Maya Rudolph, Jon Hamm, Sarah Cooper, Jane Lynch, Whoopi Goldberg, Fred Armisen, Danielle Brooks, Tommy Davidson, Tom Kane, Eddie Pepitone, Megan Thee Stallion, Jonathan Van Ness, Marcella Arguello, Connie Chung, Jordan Black",Comedy,NAN
Sarah Silverman: A Speck of Dust ,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",6948354,Liam Lynch,"Sarah Silverman, Troy",Comedy,English
Sarajevo ,"Tasked with unraveling the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators.",No ID found,NAN,NAN,NAN,NAN
Sardaar ji ,"When a palatial wedding venue turns out to be haunted, one of the families hosting the wedding hires a fearless Sikh to deal with the ghost.",4080386,Rohit Jugraj,"Diljit Dosanjh, Neeru Bajwa, Mandy Takhar, Jaswinder Bhalla, Amrit Pal, Ali Kazmi, Anita Kailey, Daman Singh, Sanju Salonki, Jatinder Lall, Avy Randhawa, Sarah Sidhu, Navdeep Dhillon, Punam Randhawa, Bhavkhandan Singh Rakhra, Jas Heer, Robert Walker, Carolyn Sadowska, Janjot Singh, Jasbir Gill, Amanpreet Kaur, Dolly Saddal, Manjeet Kaur, Baljit Zakhmi, Karan, Baljinder Darapuri, Jaswinder Chinda, Jessie Kandola, Aisling Goodman, Tyrell Yobel, Himanshu, Divyanshu, Amanda Jean McIntyre, Devinder Dillon, Balraj Bassi, Darshan Mann, Nutan Thakur, Lakhwinder Sandhu, Harish Masand, Sandy Khanzode, Kulraj Lally, Sahir Sood, Clark Strom, Darren Andrichuk, Michasha Armstrong, Jessica Singh, Logan Tarasoff, Melanie Chevrier, Dave Peniuk, Julia Templeman, Kristen Brown, Kirron Kaur, Natasha Sharma, Nisha Bardhwaj, Priya Gill, Yaminilyer, Sonam Bajwa, Adrienn W. Grange, Aghigh Rabie, Alyssa Imarshi, Angela Basco, Hannah Henney, Ivana Motivina, Jason Pillay, Karla Yobel, Laura Elizabeth, Melanie Chan, MJ Lee, Mohammad Rashad, Paige Boroski, Ryan Maxwell, Sanjay Dayal, Tanziea Rahman, Tyrell Harley, Vendella Sonia, Arjun, Munish, Sameer, Goldy, Vicky, Vishu, Diya, Ciya, Sonali, Ayushi, Sonia, Nisha, Sukhi, Happy, Harry, Bunty, Suraj, Kamal, Lucky, Shail, Darminder, Bali, Jagga, Gurpreet, Matt Betts, Mehmet Eje, Rachel Gemaehling, Benthe Jansen-Jones, MJ Lee, Trent Pryor, Mohammed Rashead, Daniela Savassi, Amritpal Chhotu, Laurie Empey, Christian J. Stewart","Comedy, Fantasy, Horror, Romance",Punjabi
Sarkar ,A ruthless businessman's mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.,No ID found,NAN,NAN,NAN,NAN
Sarkar ,A ruthless businessman's mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.,No ID found,NAN,NAN,NAN,NAN
Sarvam Thaala Mayam (Tamil Version) ,"An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist.",No ID found,NAN,NAN,NAN,NAN
Sarvam Thaala Mayam (Telugu Version) ,"An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist.",No ID found,NAN,NAN,NAN,NAN
Sarvopari Palakkaran ,"In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews.",6864588,Venugopan,"Anoop Menon, Aparna Balamurali, Anu Sithara, Gayathri Arun, Vijayakumar, Alencier Ley Lopez, Balu Varghese, Manju Satheesh, Chali Pala, Nandu, Roshan Basheer, Manuraj",Comedy,Malayalam
Sat Shri Akaal England ,"After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England.",7585674,Vikram Pradhan,"Ammy Virk, Monica Gill, Karamjit Anmol, Sardar Sohi, Jarnail Singh, Satwant Kaur, Harby Sangha, Parminder Gill, Gurmeet Saajan, Gurpreet Bhangu, Malkeet Rauni, Prakash Gadhu, Baljinder Darapuri, Gurinder Dimpy, Lee Nicholas Harris, Chris Martin Hill, Rosemary Lloyd, Joanna Shegera","Comedy, Family",Punjabi
Sat Sri Akal ,"Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes.",No ID found,NAN,NAN,NAN,NAN
Satan & Adam ,An aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s Harlem.,7445772,V. Scott Balcerek,"The Edge, Harry Shearer, Al Sharpton, Sterling Magee, Adam Gussow, Rachel Faro","Documentary, Music",English
Satria Heroes: Revenge of the Darkness ,"As he rebuilds society in a parallel universe, a superhero must return to Earth to help his equally powerful friend defend the planet from evil rivals.",9033440,"Kenzô Maihara, Amandha Wyanto","Abio Abie, Adhitya Alkatiri, Stella Cornelia, Rayhan Febrian, Gackt, Nino Kuya, Christian Loho, Faris Fadjar Munggaran, Yayan Ruhian, Safira Ratu Sofya, Fernando Surya, Yui Takano, Thalia","Action, Fantasy, Sci-Fi",Indonesian
Satu Hari ,"A man haunted by his wife's affair moves to Sarajevo and starts to love again, until fate forces him to choose between his new life and old loyalty.",7752880,Salman Aristo,"Deva Mahenra, Adinia Wirasti, Ringgo Agus Rahman, Ayushita, Luana Fitzgerald, Jonas Rüegg",Drama,"Indonesian, English, German"
Saturday Church ,A teen struggling with gender identity and family tensions seeks hope and support in New York City's underground LGBTQ ballroom community.,5654600,Damon Cardasis,"Indya Moore, Regina Taylor, Mj Rodriguez, Margot Bingham, Peter Kim, Marquis Rodriguez, Luka Kain, Jaylin Fletcher, Alexia Garcia, Stephen Conrad Moore, Evander Duck Jr., Kate Bornstein, José Báez, Jarrett Austin Brown, Kia Labeija, Kassandra Cruz","Drama, Fantasy, Musical",English
Saturday Night Fever ,"By day, 19-year-old Tony Manero is a paint store clerk, but at night he's a polyester-clad stallion who rules a Brooklyn disco in this iconic film.",76666,John Badham,"John Travolta, Karen Lynn Gorney, Barry Miller, Joseph Cali, Paul Pape, Donna Pescow, Bruce Ornstein, Julie Bovasso, Martin Shakar, Sam Coppola, Nina Hansen, Lisa Peluso, Denny Dillon, Bert Michaels, Robert Costanzo, Robert Weil, Shelly Batt, Fran Drescher, Donald Gantry, Murray Moston, William Andrews, Ann Travolta, Helen Travolta, Ellen March, Monti Rock III, Val Bisoglio, John Badham, Sandy Biano, Roy Cheverie, Jay Crimp, David Daniel, Randy Feelgood, Adrienne Framet, Adrienne King, Chere Mauldin, Antone Pagán, Joseph Pugliese, M.J. Quinn, John Sagona, Alberto Vazquez, Frankie Verroca","Drama, Music","English, Italian"
Satyagraha ,"In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption.",No ID found,NAN,NAN,NAN,NAN
Saudi Arabia Uncovered ,"Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change.",5594602,James Jones,"Sarah Childress, Will Lyman",Documentary,NAN
Sausage Party ,"After making a gruesome discovery about life beyond the supermarket, an affable sausage strives to save his fellow foods in this raunchy comedy.",1700841,"Greg Tiernan, Conrad Vernon","Alistair Abell, Iris Apatow, Sugar Lyn Beard, Michael Cera, Ian James Corlett, Michael Daingerfield, Brian Dobson, Michael Dobson, James Franco, Bill Hader, Ian Hanlin, Salma Hayek, Maryke Hendrikse, Jonah Hill, Anders Holm, Nick Kroll, David Krumholtz, Danny McBride, Lauren Miller Rogen, Edward Norton, Nicole Oliver, Craig Robinson, Seth Rogen, Paul Rudd, Kelly Sheridan, Jason Simpson, Greg Tiernan, Vincent Tong, Scott Underwood, Conrad Vernon, Sam Vincent, Kristen Wiig, Harland Williams","Animation, Adventure, Comedy, Fantasy",English
Savage Raghda (Raghda Motawahesha) ,"Desperate to support his son, a single father uses his talent with makeup to dress up as a woman to try out for a part in a commercial.",8898498,Mahmood Karim,"Bayyumi Fuad, Ramez Galal, Riham Haggag","Comedy, Family",Arabic
Save Our Shelter ,"Pet rescue expert Rocky Kanaka and renovation specialist Rob North travel across North America, transforming animal shelters to help homeless pets.",5011296,NAN,"Rocky Kanaka, Robert E. North, Ajay Hoffer, Cathy Bissell, Rob Greer, Rose Meho, Andrew Deiters, Emily Schooley",Family,English
Save the Last Dance ," After moving to a largely black neighborhood, an aspiring ballerina embarks on an interracial romance with a classmate who shares her love of dance.",206275,Thomas Carter,"Julia Stiles, Sean Patrick Thomas, Kerry Washington, Fredro Starr, Terry Kinney, Bianca Lawson, Vince Green, Garland Whitt, Elisabeth Oas, Artel Great, Cory Stewart, Jennifer Anglin, Dorothy Martin, Kim Tlusty, Felicia Fields, Ora Jones, Tab Baker, Kevin Reid, Andrew Rothenberg, Mekdes Bruk, Ronnie Ray, Tai Davis, Karimah Westbrook, Erica Hubbard, Richmond Talauega, Whitney Powell, Brenda Pickleman, Julie Greenberg, Anna Paskevska, Malaika Paul, Jennifer Echols, Ellie Weingardt, Earl Manning, Latisha Oliver, Nefertiti Robinson, Roland Tabor, Anthony Talauega, Richard Whitebear, Earl Wright, Ariane Dolan, Chryssie Whitehead, Sarita Smith Childs, Trinity Hamilton, Randy Herrera, Audrey Leung, Katrina Oeffling, Joanna Wozniak, Maia Wilkins, Davis C. Robertson, Michael Anderson, Deanne Brown, Deborah Dawn, Nicole Marie Duffy, Sam Franke, Jennifer Goodman, Taryn Kaschock, Stacy Joy Keller, Calvin Kitten, Michael Levine, Pierre Lockett, Suzanne L. Prisco, Brian McSween, Jeremiah O'Connor, Emily Patterson, Domingo Rubio, Tracy Shields, Patrick Simonello, Guoping Wang, Teanna Zarro, Jerod Howard, Milauna Jackson, Safia Jalila, Slim Khezri, Maureen Mendoza, Josey Miller, Marcello Robinson, Lora Starkman, Denice Storey, Rolando J. Vargas, Alice L. Walker","Drama, Music, Romance",English
Saverio Raimondo: Il Satiro Parlante ,"Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights.",10242216,NAN,Saverio Raimondo,Comedy,Italian
Saving Capitalism ,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,6185286,"Jacob Kornbluth, Sari Gilman","Robert Reich, Darvin Bentlage, Annie Presley, Guadalupe, Victoria Dzorka, Dave Brat, Dan Burton, Rush Holt, John McCain, Robert Rubin",Documentary,English
Saving Private Ryan , Eight U.S. Army Rangers penetrate German-held territory during World War II to find and bring home a soldier whose three brothers have been killed.,120815,Steven Spielberg,"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper, Adam Goldberg, Vin Diesel, Giovanni Ribisi, Jeremy Davies, Matt Damon, Ted Danson, Paul Giamatti, Dennis Farina, Joerg Stadler, Max Martini, Dylan Bruno, Daniel Cerqueira, Demetri Goritsas, Ian Porter, Gary Sefton, Julian Spencer, Steve Griffin, William Marsh, Marc Cass, Markus Napier, Neil Finnighan, Peter Miles, Paul Garcia, Seamus McQuade, Ronald Longridge, Adam Shaw, Rolf Saxon, Corey Johnson, Loclann Aiken, John Barnett, Maclean Burke, Victor Burke, Aiden Condron, Paschal Friel, Shane Hagan, Paul Hickey, Shane Johnson, Laird Macintosh, Brian Maynard, Martin McDougall, Mark Phillips, Lee Aaron Rosen, Andrew Scott, Matthew Sharp, Vincent Walsh, Grahame Wood, John Sharian, Glenn Wrage, Crofton Hardester, Martin Hub, Raffaello Degruttola, Nigel Whitmey, Sam Ellis, Erich Redman, Tilo Keiner, Stephan Grothgar, Stephane Cornicard, Michelle Evans, Martin Beaton, Anna Maguire, Nathan Fillion, Leland Orser, Michael Mantas, David Vegh, Ryan Hurst, Nick Brooks, Sam Scudder, John Walters, Dorothy Grumbar, James Innes-Smith, Harve Presnell, Dale Dye, Bryan Cranston, David Wohl, Eric Loren, Valerie Colgan, Amanda Boxer, Harrison Young, Kathleen Byron, Rob Freeman, Thomas Gizbert, Sebastian J. Brook, John de Lancie, James Embree, Declan Geraghty, Chris Hastings, Frank Huseyin, Michael P. Jahoda, Alan Joyce, Derek Lea, João Costa Menezes, Taylor Murphy, Abbe Muschallik, Nina Muschallik, Paul Sacks, Mac Steinmeier, Leo Stransky, Vincent Ventresca, Paul Woodadge","Drama, War","English, French, German, Czech"
Saving Zoë ,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.,7319822,Jeffrey G. Hunt,"Laura Marano, Vanessa Marano, Chris Tavarez, Giorgia Whigham, Michael Provost, Nathaniel Buzolic, Ken Jeong, Annie Jacob, Evan Castelloe, Whitney Goin, Jason Davis, London Summers, Ahmed Lucan, Jeffrey G. Hunt, Cameron Hunt, Jude S. Walko, Lisa Jackson, Luke Dampier, Jennifer Saxon, Brenda Martin, Christopher Doss, Tyler Carden, McCall Dawson, Kaitlin Hodson, Justin F Hollins, Melissa Mann, Ethan McGee, Dave Stone, Brianna Taylor","Crime, Drama, Mystery",English
Savita Damodar Paranjpe ,"When his wife begins to exhibit alarming behavior, a husband tries to find whether she suffers from a personality disorder or something more sinister.",8396120,Swapna Waghmare Joshi,"Raqesh Bapat, Subodh Bhave, Hemangi Kavi, Angad Mhaskar, Pallavi Patil, Savita Prabhune, Trupti Toradmal",Thriller,Marathi
Sayed the Servant (Alwad Sayed Alshaghal) ,"While running from the law, Sayed begins to work as a house servant to a wealthy family, whose divorced daughter enlists his help in a marriage scheme.",No ID found,NAN,NAN,NAN,NAN
Scare Tactics ,This ghoulish but hilarious hidden-camera show from Syfy finds mischievous friends and family members setting up unsuspecting victims for elaborate pranks that use high-quality makeup and special effects to unleash their worst fears upon them.,339968,NAN,"Shannen Doherty, Lauren Ash, Sarah Colonna, Travis Draft, Sven Holmberg, Tracy Morgan, Nicole Gordillo, David Storrs, Brigitte Kingsley, Jim Wilkey, Stephen Baldwin, Karissa Strain, Thomas DuPont, Michael Swiney, Katie Strain, Hannah Thurston, Vanessa Broze, Jerry Lambert, Kurt Long, Kathleen Phillips, Andy King, Ayumi Iizuka, Adam Tomlinson, Maria Russell, Cheryl Bricker, Kelly Coyle, April Mullen, Jason DeRosse, Brooks Gray, Killian Gray, Brad Goddard, Christopher Goddard, Ty Andrassy, Tom Konkle, Jill Parker-Jones, Rick Cramer, Meadow Williams, Howard Kremer, Chris Symonds, Shelley Cook, Alex McCooeye, Alex Mandel, Jamillah Ross, Alex Daniels, Eamon Hunt, Berglind Icey, Brandin Rackley, Bonnie McFarlane, Lina So, Brad Bovee","Comedy, Horror, Reality-TV, Sci-Fi, Thriller",English
Scarecrow (Khayal Maata) ,"When his former partners vote to sell off a pricey piece of stolen jewelry, a thief recruits his grandson to help him retain it and repent for his deed.",10696882,Khalid Marie,"Ahmed Helmy, Menna Shalabi, Khaled El-Sawi, Hasan Husni, Bayyumi Fuad, Yasser El Tobgy, Hamdi El-Mirghani, Entessar, Lotfy Labib, Sami Meghawri, Enaam Salousa, Rashwan Tawfek, Abdel Rahman Abou Zahra","Comedy, Crime, Drama, Thriller",Arabic
